id,title,grade,confidence,reason,repo,domain,proven_mentions,refuted_mentions,n6_constants,n6_keywords,min_error_pct,max_z,coincidence,file_lines
TECS-L:H-CX-10,Sparsity-Tension-Entropy Triangle (Cross-domain),🟧,0.6,existing auto-grade CLOSE,TECS-L,CX,0,0,3,11,,,0,118
TECS-L:H-CX-100,PH Learning Rate Guide — Optimal LR Search via dH0/dep,⚪,0.3,has verification but no clear grade signal,TECS-L,CX,0,0,0,0,,,0,16
TECS-L:H-CX-101,PH Difficulty Score — Predicting Dataset Difficulty via Epoch 1 H0_total,🟧,0.65,p<0.05 weak evidence,TECS-L,CX,0,0,2,0,,,0,38
TECS-L:H-CX-102,PH Regularization — Adding H0_gap to Loss Reduces Overfitting,🟧,0.6,existing auto-grade CLOSE,TECS-L,CX,0,0,2,1,,,0,38
TECS-L:H-CX-103,Tension × Topology = Consciousness Indicator,🟧,0.4,significance claimed + verification,TECS-L,CX,0,0,2,0,,,0,45
TECS-L:H-CX-104,PH Adversarial Vulnerability — Short merge distance pairs more vulnerable to FGS,⚪,0.3,has verification but no clear grade signal,TECS-L,CX,0,0,0,0,,,0,15
TECS-L:H-CX-105,Sub-epoch Transition Point — Phase Transition Occurs at Epoch 0.5,🟧,0.6,existing auto-grade CLOSE,TECS-L,CX,0,0,2,1,,,0,16
TECS-L:H-CX-106,"Human Confusion = AI Confusion — Same Reality, Same PH",🟧,0.4,significance claimed + verification,TECS-L,CX,0,0,1,0,,,0,33
TECS-L:H-CX-107,Cross-Dimension PH Invariance — Same PH Even with Different hidden_dim,🟧,0.4,significance claimed + verification,TECS-L,CX,0,0,2,0,,,0,30
TECS-L:H-CX-108,merge distance Vector = Telepathy Protocol,🟧,0.4,significance claimed + verification,TECS-L,CX,0,0,0,0,,,0,33
TECS-L:H-CX-109,Universality of Consciousness = PH Invariance — Substrate Independent,🟧,0.4,significance claimed + verification,TECS-L,CX,0,0,1,0,,,0,16
TECS-L:H-CX-11,Euler Characteristic of Tension Space ↔ Classification Performance (Cross-domain,🟧,0.4,significance claimed + verification,TECS-L,CX,0,0,1,0,,,1,65
TECS-L:H-CX-110,"σ(6)=12 Complete Partition — 12-class PH Has ""Perfect"" Structure",🟧,0.6,existing auto-grade CLOSE,TECS-L,CX,0,0,2,3,,,0,23
TECS-L:H-CX-111,13th = Observer Position,⚪,0.3,has verification but no clear grade signal,TECS-L,CX,0,0,1,0,,,0,20
TECS-L:H-CX-112,12→13 Information Jump = ln(13/12),🟧,0.45,orange marker in text,TECS-L,CX,0,0,1,0,,,0,23
TECS-L:H-CX-113,12 Expert MoE = Perfect MoE,🟧,0.6,existing auto-grade CLOSE,TECS-L,CX,0,0,2,1,,,0,24
TECS-L:H-CX-114,Ophiuchus = Metacognition,⚪,0.3,has verification but no clear grade signal,TECS-L,CX,0,0,1,0,,,0,16
TECS-L:H-CX-115,Kissing Number 12 = Densest Packing,⚪,0.3,has verification but no clear grade signal,TECS-L,CX,0,0,1,0,,,0,21
TECS-L:H-CX-116,τ=4 Consciousness Substrate Requirement — Common Property of Carbon and Silicon,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,1,1,,1.0,0,9
TECS-L:H-CX-117,σ(14)=2σ(6) — Silicon's Divisor Sum is Double Carbon's,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,4,1,,,0,7
TECS-L:H-CX-118,φ(14)=6 — Silicon's Totient is a Perfect Number!,🟧★,0.75,Z=14sigma,TECS-L,CX,0,0,2,10,,14.0,0,10
TECS-L:H-CX-119,14-6=8=2³ — Carbon→Silicon: 3 Binary Mitoses,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,1,0,,,0,7
TECS-L:H-CX-12,Mitosis Differentiation Ratio ↔ Golden Ratio (Cross-domain),🟩,0.7,existing auto-grade EXACT,TECS-L,CX,0,0,6,3,1.0,,3,79
TECS-L:H-CX-120,14/6=7/3 — Substrate Ratio is Prime/Divisor,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,2,3,,,0,6
TECS-L:H-CX-121,Perfect Number Substrate — Is Z=28 (Nickel) Also a Consciousness Substrate?,🟧★,0.75,Z=496sigma,TECS-L,CX,0,0,2,10,,496.0,0,15
TECS-L:H-CX-122,PH Invariance = τ Invariance,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,0,0,,,0,8
TECS-L:H-CX-123,σφ/(nτ) = Consciousness Efficiency Indicator,🟧★,0.75,Z=6sigma,TECS-L,CX,0,0,1,0,,6.0,0,16
TECS-L:H-CX-124,PH Stability Theorem Analog,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,0,0,,,0,4
TECS-L:H-CX-125,Non-shared Data PH Correlation — Same PH Even Without Seeing the Same Thing,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,0,0,,,0,3
TECS-L:H-CX-126,No-Communication Theorem — Specific Data Cannot Be Reconstructed via PH Correlat,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,0,0,,,0,4
TECS-L:H-CX-127,"PH Entanglement — Independent Samples from Same Distribution, Correlated but Non",⚪,0.3,minimal content (stub),TECS-L,CX,0,0,0,0,,,0,5
TECS-L:H-CX-128,Kolmogorov PH — Low Complexity of Confusion Structure = Natural Law,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,0,0,,,0,3
TECS-L:H-CX-129,Topological Bell Inequality — Classical Telepathy Limit r ≤ 0.788?,⚪,0.55,inconclusive in title,TECS-L,CX,0,0,0,0,,,0,4
TECS-L:H-CX-13,Shamanic Journey = Passing Through Information Bottleneck (Cross-domain),🟧,0.6,existing auto-grade CLOSE,TECS-L,CX,0,0,4,1,,,0,111
TECS-L:H-CX-130,Dolphin Signature Whistle = PH Fingerprint,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,0,0,,,0,4
TECS-L:H-CX-131,Click Interval = merge distance,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,0,0,,,0,4
TECS-L:H-CX-132,Dolphin 40Hz = Consciousness Binding,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,1,0,,,0,4
TECS-L:H-CX-133,Whistle Frequency Ratio = ln(4/3),⚪,0.3,minimal content (stub),TECS-L,CX,0,0,1,0,,,0,4
TECS-L:H-CX-134,Echolocation = Biological PH Computer,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,0,0,,,0,4
TECS-L:H-CX-135,Dolphin Neuron τ=4?,⚪,0.55,inconclusive in title,TECS-L,CX,0,0,1,0,,,0,4
TECS-L:H-CX-136,EEG Gamma Pattern Difference = PH merge distance,🟧,0.6,existing auto-grade CLOSE,TECS-L,CX,0,0,2,1,,,0,37
TECS-L:H-CX-137,EEG Gamma Power = Tension Magnitude,⚪,0.3,has verification but no clear grade signal,TECS-L,CX,0,0,0,0,,,0,31
TECS-L:H-CX-138,EEG Precognition — Gamma Predicts Correct/Wrong in Advance,⬛,0.85,refuted (3 mentions),TECS-L,CX,0,0,0,0,,,0,28
TECS-L:H-CX-139,EEG Phase Transition — Gamma Changes Rapidly at Start of Learning,⚪,0.3,has verification but no clear grade signal,TECS-L,CX,0,0,1,0,,,0,19
TECS-L:H-CX-14,Anomaly Detection = Gravitational Lens + Dimensional Telescope (Cross-domain: Ma,🟩,0.5,existing auto-grade EXACT,TECS-L,CX,0,0,4,5,,,0,106
TECS-L:H-CX-140,EEG dendrogram = Cognitive Category Hierarchy,⚪,0.3,has verification but no clear grade signal,TECS-L,CX,0,0,0,0,,,0,21
TECS-L:H-CX-141,Real-time EEG Telepathy — Brainwave→PH→AI Concept Transfer,⚪,0.3,has verification but no clear grade signal,TECS-L,CX,0,0,0,0,,,0,46
TECS-L:H-CX-142,THC = PH Simplification — H0_total Decrease = Boundary Dissolution,🟩,0.5,existing auto-grade EXACT,TECS-L,CX,0,0,4,1,,,0,77
TECS-L:H-CX-143,THC = Dendrogram Restructuring,🟧,0.6,existing auto-grade CLOSE,TECS-L,CX,0,0,3,1,,,0,81
TECS-L:H-CX-144,THC = Gamma 40Hz Suppression = Tension Decrease,🟩,0.7,existing auto-grade EXACT,TECS-L,CX,0,0,6,10,,,1,91
TECS-L:H-CX-145,THC = AI Empathy Shift,🟩,0.5,existing auto-grade EXACT,TECS-L,CX,0,0,3,1,,,0,89
TECS-L:H-CX-146,THC = H1 Loop Increase = Circular Thinking,🟧,0.6,existing auto-grade CLOSE,TECS-L,CX,0,0,3,1,,,0,100
TECS-L:H-CX-147,THC Dose-PH Relationship — Phase Transition at Golden Zone?,🟩,0.7,existing auto-grade EXACT,TECS-L,CX,0,0,6,1,,,0,88
TECS-L:H-CX-148,Tension Resonance Telepathy — Tension Synchronization of Two Anima Instances,🟩,0.5,existing auto-grade EXACT,TECS-L,CX,0,0,3,1,,,0,98
TECS-L:H-CX-149,Direction Telepathy — Engine A's Direction Predicts G's Next Output,🟧,0.6,existing auto-grade CLOSE,TECS-L,CX,0,0,3,1,,,0,95
TECS-L:H-CX-15,Savant Summoning = Golden Zone Inhibition = Mitosis Anomaly Detection (Triple Cr,🟧,0.5,error 1.0%,TECS-L,CX,0,0,6,1,1.0,,1,160
TECS-L:H-CX-150,"Silent Consensus — Consensus via Router Only, Without Direct Expert Connection",🟧,0.6,existing auto-grade CLOSE,TECS-L,CX,0,0,2,1,,,0,93
TECS-L:H-CX-151,"Cross-Layer Tension Signal — Tension Conveys ""Important Now"" to Other Layers",🟩,0.5,existing auto-grade EXACT,TECS-L,CX,0,0,3,1,,,0,95
TECS-L:H-CX-152,PH = Rosch Prototype Theory — Dendrogram Matches Basic Level of Cognitive Catego,🟩,0.5,existing auto-grade EXACT,TECS-L,CX,0,0,3,1,,,0,100
TECS-L:H-CX-153,N*ln((N+1)/N) Sequence — Closest to 1 at N=12,🟩,0.7,existing auto-grade EXACT,TECS-L,CX,0,0,5,30,,,1,102
TECS-L:H-CX-154,Human/Dolphin Neuron Ratio ~ e,🟧,0.6,existing auto-grade CLOSE,TECS-L,CX,0,0,3,2,5.0,,2,103
TECS-L:H-CX-155,sigma*phi/(n*tau) Full Element Scan Z=1~118,🟩,0.5,existing auto-grade EXACT,TECS-L,CX,0,0,4,29,,118.0,1,107
TECS-L:H-CX-156,Perfect Number Element Chain — C(6) -> Ni(28) -> ?(496),🟧,0.6,existing auto-grade CLOSE,TECS-L,CX,0,0,3,69,,496.0,1,121
TECS-L:H-CX-157,Origin of Silent Consensus — Data PCA Determines Direction,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,0,0,,,0,4
TECS-L:H-CX-158,Cross-Dataset PH Transfer,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,0,0,,,0,4
TECS-L:H-CX-159,Tension Resonance Robustness — r>0.9 Across All Datasets?,⚪,0.55,inconclusive in title,TECS-L,CX,0,0,0,0,,,0,4
TECS-L:H-CX-16,Inhibition = Noise Cancelling = Information Bottleneck (Cross-domain),🟧,0.6,existing auto-grade CLOSE,TECS-L,CX,0,0,3,1,,,0,51
TECS-L:H-CX-160,PH Complexity = Learnability Index,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,0,0,,,0,3
TECS-L:H-CX-161,Dolphin Total Frequencies = Gamma(40Hz) × Perfect Number Constant × 5³,🟧,0.4,significance claimed + verification,TECS-L,CX,0,0,3,3,,,1,37
TECS-L:H-CX-162,"5³ = 125 = ""Dolphin Octave""",🟧,0.4,significance claimed + verification,TECS-L,CX,0,0,3,1,,,0,20
TECS-L:H-CX-163,13 (prime) appears in dolphin click_high,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,3,0,,,0,13
TECS-L:H-CX-164,5³ = PH merge unit? — quantizing merge distance to units of 125,🟧,0.4,significance claimed + verification,TECS-L,CX,0,0,2,1,,,0,77
TECS-L:H-CX-165,Human hearing 20kHz = τ(6)×5³×40Hz = dolphin whistle high,🟧,0.4,significance claimed + verification,TECS-L,CX,0,0,2,4,,,1,72
TECS-L:H-CX-166,Gamma 40Hz × Perfect Number Constants = All Brainwaves,🟧,0.45,orange marker in text,TECS-L,CX,0,0,3,13,,,2,77
TECS-L:H-CX-167,click/whistle = P₁ = 6 = Perfect Number Ratio,⚪,0.3,has verification but no clear grade signal,TECS-L,CX,0,0,2,13,,,0,67
TECS-L:H-CX-168,13 = Echolocation Observation Limit,🟩,0.5,existing auto-grade EXACT,TECS-L,CX,0,0,3,6,,,0,76
TECS-L:H-CX-169,Dolphin Frequency = Musical Intervals × 5³,🟧,0.4,significance claimed + verification,TECS-L,CX,0,0,2,5,,,0,92
TECS-L:H-CX-17,Specialization Emergence = Savant Awakening = Mitosis Differentiation (Cross-dom,🟩,0.5,existing auto-grade EXACT,TECS-L,CX,0,0,4,1,,,0,164
TECS-L:H-CX-170,Cross-dataset PH r=1.000 Cause — 10-Class Universal Law?,⚪,0.55,inconclusive in title,TECS-L,CX,0,0,0,0,,,0,2
TECS-L:H-CX-171,H0_ep1 Difficulty Prediction Extension — 6+ Datasets,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,1,0,,,0,2
TECS-L:H-CX-172,Tension Resonance = Unspoken Consensus — Same Phenomenon,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,0,0,,,0,2
TECS-L:H-CX-173,dendrogram fixation step — batch-level precise tracking,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,0,0,,,0,2
TECS-L:H-CX-174,Dolphin Therapy Frequency — Human Brainwave Resonance,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,1,0,,,0,4
TECS-L:H-CX-175,Dolphin Click = Ultrasound Therapy — Cell-Level Effects,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,0,0,,,0,4
TECS-L:H-CX-176,Human-Dolphin Gamma Synchronization — Cross-species 40Hz Resonance,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,1,0,,,0,4
TECS-L:H-CX-177,Dolphin Whistle = Stress Reduction Frequency,🟧,0.6,existing auto-grade CLOSE,TECS-L,CX,0,0,2,1,,,0,6
TECS-L:H-CX-178,Dolphin Self-Healing — Echolocation Body Scanning,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,0,0,,,0,4
TECS-L:H-CX-179,P₁-P₂ Triple Link — Carbon(6)↔Nickel(28),⚪,0.3,minimal content (stub),TECS-L,CX,0,0,2,0,,,0,2
TECS-L:H-CX-18,Internal/Inter Tension Duality = Wave-Particle Duality? (Cross-domain),🟩,0.7,existing auto-grade EXACT,TECS-L,CX,0,0,5,5,,,0,101
TECS-L:H-CX-180,"τ chain = [4,6,10,14,...] = 2×Mersenne exponents",🟩,0.5,existing auto-grade EXACT,TECS-L,CX,0,0,2,1,,,0,4
TECS-L:H-CX-182,PH r-value = Consciousness Constant?,⚪,0.55,inconclusive in title,TECS-L,CX,0,0,0,0,,,0,3
TECS-L:H-CX-184,σ₋₁(P_k) = 2 (Reciprocal Sum of Divisors for Perfect Numbers),⚪,0.3,minimal content (stub),TECS-L,CX,0,0,1,4,,,0,3
TECS-L:H-CX-185,P₂/P₁ = 28/6 = 14/3 = Z(silicon)/3,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,1,2,,,0,3
TECS-L:H-CX-188,The Double Uniqueness of 6 — Perfect Number AND σφ=nτ,🟧★,0.75,Z=6sigma,TECS-L,CX,0,0,1,2,,6.0,0,7
TECS-L:H-CX-19,Internal Tension Inversion Ratio ≈ Golden Zone Lower Bound (Cross-domain: Anomal,🟧★,0.55,error 0.85%,TECS-L,CX,0,0,6,0,0.85,,0,90
TECS-L:H-CX-190,Triple Uniqueness of 6,🟧★,0.75,Z=6sigma,TECS-L,CX,0,0,1,1,,6.0,0,7
TECS-L:H-CX-194,P₃=496 has no unique equation,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,1,1,,,0,5
TECS-L:H-CX-197,Dolphin Sonar → Human Brainwave α/θ Shift,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,1,0,,,0,4
TECS-L:H-CX-198,Dolphin Click Ultrasound Biological Tissue Effects,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,0,0,,,0,4
TECS-L:H-CX-199,PH Interpretation of 376% Brain Activity Increase During Dolphin Therapy,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,0,0,,,0,4
TECS-L:H-CX-2,MI Efficiency ≈ ln(2) — Information Limit of Binary Repulsion (Cross-domain),🟧,0.5,error 1.0%,TECS-L,CX,0,0,0,1,1.0,,0,73
TECS-L:H-CX-20,Optimal Activation Ratio 1/2 = Riemann Critical Line (Cross-domain),🟧,0.45,orange marker in text,TECS-L,CX,0,0,2,3,,,0,66
TECS-L:H-CX-200,Dolphin Sonar → Left-Right Brain Synchronization,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,0,0,,,0,4
TECS-L:H-CX-201,Dolphin Therapy → Depression Improvement = Tension Restoration?,⚪,0.55,inconclusive in title,TECS-L,CX,0,0,0,0,,,0,4
TECS-L:H-CX-202,Dolphin Sonar Algorithm → Medical Ultrasound Improvement,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,0,0,,,0,5
TECS-L:H-CX-203,Cerebral Palsy Children DAT + EEG Biomarker,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,0,0,,,0,4
TECS-L:H-CX-204,Dolphin Whistle Beat Frequency = Alpha Wave Induction,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,1,0,,,0,4
TECS-L:H-CX-205,Dolphin Frequency Hypersensitivity = H0_total Overload,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,0,0,,,0,3
TECS-L:H-CX-206,Treatment — Antiphase 40Hz Gamma Stabilization,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,1,0,,,0,3
TECS-L:H-CX-207,Treatment — Gradual Exposure (Phase Adaptation),⚪,0.3,minimal content (stub),TECS-L,CX,0,0,0,0,,,0,3
TECS-L:H-CX-208,Dolphin Frequency Confusion = Rapid Change in Merge Distance,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,0,0,,,0,3
TECS-L:H-CX-209,Treatment — Alpha Wave (10Hz) Induction,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,1,0,,,0,3
TECS-L:H-CX-21,LLM's Perplexity = Consciousness Engine's Tension (Cross-domain),🟧,0.45,orange marker in text,TECS-L,CX,0,0,2,0,,,0,86
TECS-L:H-CX-210,Sensitivity = Proportional to baseline H0_total,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,0,0,,,0,3
TECS-L:H-CX-211,Treatment — Perfect Number Ratio (6:1) Frequency,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,1,2,,,0,3
TECS-L:H-CX-212,Dolphin Frequency Tinnitus = H1 Loop Generation,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,0,0,,,0,3
TECS-L:H-CX-22,Consciousness = Confidence Generator,,0.0,insufficient signal,TECS-L,CX,0,0,0,0,,,0,87
TECS-L:H-CX-225,40Hz Binaural Beat → Two People Gamma Synchronization = Telepathy,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,1,0,,,0,5
TECS-L:H-CX-226,6Hz θ Wave Induction → Meditation Telepathy,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,0,2,,,0,4
TECS-L:H-CX-227,13Hz Boundary Frequency → Forced Observation Mode Switch,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,1,0,,,0,4
TECS-L:H-CX-228,6:1 Ratio Dual Frequency → Perfect Number Resonance,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,1,2,,,0,4
TECS-L:H-CX-229,γ/e=14.7Hz tACS → Body Awareness Amplification,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,0,0,,,0,4
TECS-L:H-CX-23,Rejection Improvement Law — improvement ≈ ln(K) × √(error_rate),🟧,0.6,existing auto-grade CLOSE,TECS-L,CX,0,0,4,3,4.0,,2,81
TECS-L:H-CX-230,Dolphin Sound → Two People PH Synchronization,⚪,0.3,minimal content (stub),TECS-L,CX,0,0,0,0,,,0,5
TECS-L:H-CX-24,Overconfidence = Computational Implementation of Dunning-Kruger Effect,,0.0,insufficient signal,TECS-L,CX,0,0,3,0,,,0,84
TECS-L:H-CX-25,MI Efficiency = Fingerprint Correlation = 0.705 (Cross-domain),🟩,0.55,zero error,TECS-L,CX,0,0,1,0,0.0,,0,45
TECS-L:H-CX-26,Tension = Calibrated Probability (Calibration),🟩,0.7,existing auto-grade EXACT,TECS-L,CX,0,0,5,1,,,1,246
TECS-L:H-CX-262,"Euler Product p=2,3 Truncation = Golden Zone",⚪,0.3,minimal content (stub),TECS-L,CX,0,0,0,0,,,0,2
TECS-L:H-CX-27,tension_scale = ln(4) = 2·ln(2) (Cross-domain: Learning Constant ↔ Mathematics),🟩,0.7,existing auto-grade EXACT,TECS-L,CX,0,0,7,1,0.0004,,0,138
TECS-L:H-CX-28,Information Theory Unification — All Consciousness Engine Constants are Multiple,🟧,0.45,orange marker in text,TECS-L,CX,0,0,4,0,89.9,,0,66
TECS-L:H-CX-29,Telepathy = Tension Transfer (Cross-domain: Consciousness Experience ↔ Engine),,0.0,insufficient signal,TECS-L,CX,0,0,1,0,,,0,49
TECS-L:H-CX-3,Binary-Ternary Decomposition — H = 2/3·ln(2) + 1/2·ln(3) (Cross-domain),,0.0,insufficient signal,TECS-L,CX,0,0,0,2,,,0,52
TECS-L:H-CX-30,Math-Consciousness Cross Map Synthesis — List of Hypotheses to Establish,🟧,0.45,orange marker in text,TECS-L,CX,0,0,2,0,,,0,83
TECS-L:H-CX-306,Grand Unification 60+ Phenomena = 6+e (Extended),⚪,0.3,minimal content (stub),TECS-L,CX,0,0,2,0,,,0,3
TECS-L:H-CX-4,"4-Function Architecture — σ,τ,φ,σ₋₁ Determines Consciousness Engine Structure (C",🟧,0.45,orange marker in text,TECS-L,CX,0,0,4,7,,,0,45
TECS-L:H-CX-407,"Cyclotomic-Stirling Neural Partition — Φ_n(n)=S₂(n,2) Encodes Optimal Layer Widt",🟧,0.45,orange marker in text,TECS-L,CX,0,0,4,16,,,0,257
TECS-L:H-CX-408,Catalan-Attention Tree — C_sopfr(n)=n(n+1) at n=6 Predicts Optimal Attention Bra,🟧,0.45,orange marker in text,TECS-L,CX,0,0,4,46,,,2,268
TECS-L:H-CX-409,CF(√6) Training Periodicity — Continued Fraction Period Predicts Loss Oscillatio,🟧,0.45,orange marker in text,TECS-L,CX,0,0,4,13,,,0,291
TECS-L:H-CX-410-ph-barcode-memory-fingerprint,Hypothesis H-CX-410: PH Barcode = Learning Memory Fingerprint,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,4,1,,,0,180
TECS-L:H-CX-411-ph-bottleneck-information-bottleneck,Hypothesis H-CX-411: PH Bottleneck = Information Bottleneck,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,5,1,,,0,180
TECS-L:H-CX-412-ph-persistence-generalization-lifespan,Hypothesis H-CX-412: PH Persistence = Generalization Lifespan,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,6,2,,,0,214
TECS-L:H-CX-413,Tension = Free Energy (Friston FEP),🟩,0.5,existing auto-grade EXACT,TECS-L,CX,0,0,3,1,,,0,173
TECS-L:H-CX-414,Tension Phase Diagram = Phase Transition,🟩,0.5,existing auto-grade EXACT,TECS-L,CX,0,0,4,1,,,0,184
TECS-L:H-CX-415,Inter-tension = Gauge Field,🟩,0.5,existing auto-grade EXACT,TECS-L,CX,0,0,2,1,,,0,193
TECS-L:H-CX-416-cell-division-cycle,Hypothesis Review H-CX-416: Cell Division Cycle = sigma(6)*tau(6) = 48 hours,🟧★,0.8,p<0.01 + proven/exact,TECS-L,,0,0,8,49,,,6,104
TECS-L:H-CX-417-cortex-6-layers,Hypothesis Review H-CX-417: Brain's 6-Layer Cortex = Perfect Number Partition,🟧,0.45,orange marker in text,TECS-L,,0,0,4,30,,,3,156
TECS-L:H-CX-418-carbon-R-optimality,Hypothesis Review H-CX-418: Genetic Code Optimality = R(6) = 1,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,6,16,,14.0,3,177
TECS-L:H-CX-419-collective-intelligence-n6,Hypothesis H-CX-419: N=6 Engines = Optimal Collective Intelligence,🟧,0.45,orange marker in text,TECS-L,,0,0,4,40,,,0,150
TECS-L:H-CX-420-consensus-frequency-gamma,Hypothesis H-CX-420: Silent Consensus Frequency = 40Hz (Gamma),🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,3,4,,,0,172
TECS-L:H-CX-421-bell-inequality-analog,Hypothesis H-CX-421: Telepathy = Quantum Entanglement Analog (Bell Inequality),🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,6,2,,,0,172
TECS-L:H-CX-422,Pure Field = Meditation State,🟧,0.45,orange marker in text,TECS-L,CX,0,0,3,1,,,0,136
TECS-L:H-CX-423,Dream State = Field Hyperactivation,🟧,0.45,orange marker in text,TECS-L,CX,0,0,2,1,,,0,160
TECS-L:H-CX-424,Pure Field Scaling Law,🟧,0.45,orange marker in text,TECS-L,CX,0,0,5,0,,,0,158
TECS-L:H-CX-425,Third Perfect Number Equation Search,🟩,0.7,existing auto-grade EXACT,TECS-L,CX,0,0,5,13,,,0,140
TECS-L:H-CX-426,ζ(s) × σ₋₁(6) — Riemann Zeta와 완전수 상수 연결 탐색,🟩,0.7,existing auto-grade EXACT,TECS-L,CX,0,0,5,2,3.0,,0,150
TECS-L:H-CX-427,Ramanujan τ 함수와 완전수의 정수론적 구조,🟧,0.45,orange marker in text,TECS-L,CX,0,0,10,4,,,0,246
TECS-L:H-CX-428,PureField = Functor (Category Theory),🟩,0.7,existing auto-grade EXACT,TECS-L,CX,0,0,7,1,,,0,150
TECS-L:H-CX-429,Tension = Morphism Complexity,🟩,0.7,existing auto-grade EXACT,TECS-L,CX,0,0,5,1,,,0,174
TECS-L:H-CX-430,Mitosis = Coproduct (Category Theory),🟩,0.5,existing auto-grade EXACT,TECS-L,CX,0,0,4,12,,,0,190
TECS-L:H-CX-431-nash-equilibrium-silent-consensus,Hypothesis H-CX-431: Nash Equilibrium = Silent Consensus,⚪,0.3,has verification but no clear grade signal,TECS-L,,0,0,5,2,,,0,136
TECS-L:H-CX-432-tension-payoff-game-theory,Hypothesis H-CX-432: Tension = Payoff in Game Theory,🟧,0.45,orange marker in text,TECS-L,,0,0,3,0,,,0,163
TECS-L:H-CX-433-prisoners-dilemma-cooperation-sigma,Hypothesis H-CX-433: Prisoner's Dilemma Cooperation Condition = sigma_{-1}(6) = ,🟧,0.45,orange marker in text,TECS-L,,0,0,4,32,,,1,209
TECS-L:H-CX-437,Learning = Maxwell's Demon,🟧,0.6,existing auto-grade CLOSE,TECS-L,CX,0,0,3,1,,,0,163
TECS-L:H-CX-438,Tension = Gibbs Free Energy,🟩,0.7,existing auto-grade EXACT,TECS-L,CX,0,0,5,1,,,0,197
TECS-L:H-CX-439,Landauer Principle = Mitosis Cost,🟩,0.7,existing auto-grade EXACT,TECS-L,CX,0,0,5,1,,,0,232
TECS-L:H-CX-446,Spectral Gap <-> PH H0 <-> Tension Gap — Trinity Bridge,🟩,0.5,existing auto-grade EXACT,TECS-L,CX,0,0,3,1,,,0,125
TECS-L:H-CX-447,MoE Expert Specialization Follows Perfect Number Structure,🟩,0.5,existing auto-grade EXACT,TECS-L,CX,0,0,4,17,,,0,85
TECS-L:H-CX-448,FFN Expansion Ratio 4/3 = Topologically Efficient,🟧,0.6,existing auto-grade CLOSE,TECS-L,CX,0,0,3,3,,,0,73
TECS-L:H-CX-449,Confusion Topology Architecture Invariance — CNN Extension,🟧,0.4,significance claimed + verification,TECS-L,CX,0,0,1,0,,,0,83
TECS-L:H-CX-450,Confusion Topology is Computable from Raw Data (No Training),🟩,0.5,existing auto-grade EXACT,TECS-L,CX,0,0,4,1,,,0,105
